pmcid,question,answer,
11936304,What is the aim of the iCAN mobile health intervention (pmcid=11936304)?,The aim of the iCAN mobile health intervention is to improve care coordination and reduce hospital and emergency department visits among people experiencing homelessness.,15e7fb7f3743cea97239cca325b012d5
11936304,What three-part economic evaluation did this study aim to conduct for iCAN (pmcid=11936304)?,"The study aimed to conduct a cost analysis, exploratory financial cost-benefit analysis, and budget impact analysis for iCAN.",15e7fb7f3743cea97239cca325b012d5
11936304,What data was collected to conduct a cost analysis and exploratory financial cost-benefit analysis in the study of the Interactive Care Coordination and Navigation mHealth Intervention for People Experiencing Homelessness (pmcid=11936304)?,Cost and expenditure data were collected from a randomized controlled trial of iCAN to conduct the cost analysis and exploratory financial cost-benefit analysis.,15e7fb7f3743cea97239cca325b012d5
11936304,What costs were classified in the study (pmcid=11936304)?,Costs were classified as startup and recurring costs for participants and the program.,15e7fb7f3743cea97239cca325b012d5
11936304,What were included in the startup costs for the mHealth intervention for people experiencing homelessness (pmcid=11936304)?,Participant supplies for each participant and SMS implementation costs.,15e7fb7f3743cea97239cca325b012d5
11936304,What were some of the recurring costs included in the analysis (pmcid=11936304)?,"Some of the recurring costs included in the analysis were the cost of recurring services, SMS text messaging platform maintenance, health information access fees, and personnel salaries.",15e7fb7f3743cea97239cca325b012d5
11936304,What costs were used to calculate the minimum savings reduction in health care costs for people experiencing homelessness in the iCAN intervention (pmcid=11936304)?,The per participant per year (PPPY) costs of the iCAN intervention were used to calculate the minimum savings reduction in health care costs for people experiencing homelessness.,15e7fb7f3743cea97239cca325b012d5
11936304,What was the savings threshold calculated based on in the study (pmcid=11936304)?,The savings threshold was calculated based on the average health care costs among people experiencing homelessness.,15e7fb7f3743cea97239cca325b012d5
11936304,What was the benefit-cost ratio of iCAN calculated under different savings thresholds (pmcid=11936304)?,The benefit-cost ratio of iCAN was calculated under different savings thresholds from 0% (no savings) to 50%.,15e7fb7f3743cea97239cca325b012d5
11936304,What were the costs calculated under different scenarios for in the study conducted by McCullough HP (pmcid=11936304)?,Costs were calculated PPPY (Per Person Per Year) under different scenarios in the study conducted by McCullough HP.,15e7fb7f3743cea97239cca325b012d5
11936304,What type of analysis was conducted to incorporate uncertainty around cost estimates (pmcid=11936304)?,A probabilistic sensitivity analysis,15e7fb7f3743cea97239cca325b012d5
11936304,What currency are the costs reported in (pmcid=11936304)?,The costs reported in the study with pmcid=11936304 are in 2022 US $.,15e7fb7f3743cea97239cca325b012d5
11936304,What were the total costs of the iCAN intervention (pmcid=11936304)?,The total cost of the iCAN intervention was US $2865 per person per year (PPPY).,15e7fb7f3743cea97239cca325b012d5
11936304,What is the minimum savings threshold that would cause iCAN to have a positive return on investment (pmcid=11936304)?,The minimum savings threshold that would cause iCAN to have a positive return on investment is 7.8%.,15e7fb7f3743cea97239cca325b012d5
11936304,What percentage reduction in average health care costs among people experiencing homelessness would result in the financial benefits outweighing the costs of the iCAN intervention (pmcid=11936304)?,7.80%,15e7fb7f3743cea97239cca325b012d5
11936304,What is the benefit-cost ratio when health care costs are reduced by 25% in the study by McCullough HP (pmcid: 11936304)?,3.22,15e7fb7f3743cea97239cca325b012d5
11936304,"What was the estimated financial cost of implementing iCAN for 10,250 people experiencing homelessness over 5 years (pmcid=11936304)?","The estimated financial cost of implementing iCAN for 10,250 people experiencing homelessness over 5 years was US $28.7 million.",15e7fb7f3743cea97239cca325b012d5
11936304,What percentage reduction in average costs of emergency department and hospital visits among people experiencing homelessness would result in the financial benefits outweighing the costs of the iCAN intervention (pmcid=11936304)?,"If the average costs of emergency department and hospital visits among people experiencing homelessness were reduced by more than 7.8%, the financial benefits would outweigh the costs of the iCAN intervention.",15e7fb7f3743cea97239cca325b012d5
11936304,What does the increase in savings threshold result in? (pmcid=11936304),A higher benefit-cost ratio.,15e7fb7f3743cea97239cca325b012d5
11953859,"What is a leading cause of mortality in the United States, often complicated by comorbidities like diabetes mellitus (pmcid=11953859)?",Heart failure (HF),89bbfd50fa2145987a221775219e191f
11953859,What impact do patients with heart failure and type 2 diabetes face (pmcid=11953859)?,"Patients with heart failure and type 2 diabetes face high hospitalization risks, impacting clinical outcomes and health care resources.",89bbfd50fa2145987a221775219e191f
11953859,What trial showed that sotagliflozin reduced rehospitalizations in patients with heart failure and diabetes mellitus (pmcid=11953859)?,The Effect of Sotagliflozin on Cardiovascular Events in Patients with Type 2 Diabetes Post Worsening Heart Failure (SOLOIST-WHF) trial,89bbfd50fa2145987a221775219e191f
11953859,"What remains unclear from a payer perspective regarding the economic impact of sotagliflozin, warranting further analysis to guide managed care decisions (pmcid=11953859)?","The economic impact of sotagliflozin from a payer perspective remains unclear, warranting further pharmacoeconomic analysis to guide managed care decisions.",89bbfd50fa2145987a221775219e191f
11953859,What is the objective of the study (pmcid=11953859)?,The objective of the study with pmcid=11953859 is to quantify the budget impact of sotagliflozin for US payers over a 5-year time horizon.,89bbfd50fa2145987a221775219e191f
11953859,What perspective was used in the budget impact model developed to assess the financial impact of incorporating sotagliflozin for the treatment of patients recently hospitalized for HF with comorbid type 2 diabetes (T2D) over 5 years to US payer health plans (pmcid=11953859)?,The budget impact model was developed from the payer perspective.,89bbfd50fa2145987a221775219e191f
11953859,What population was used in the study (pmcid=11953859)?,The study used a population reflecting the SOLOIST-WHF clinical trial.,89bbfd50fa2145987a221775219e191f
11953859,What health care resource utilization was included in the analysis (pmcid=11953859)?,"Health care resource utilization included hospitalization, emergency department (ED) visit, and adverse events’ care.",89bbfd50fa2145987a221775219e191f
11953859,What economic outcomes were examined in the study (pmcid=11953859)?,"The economic outcomes examined in the study included the medical and pharmacy budget impact for payers at the per-user, per member per month (PMPM), and total plan costs levels.",89bbfd50fa2145987a221775219e191f
11953859,How many patients hospitalized for heart failure with comorbid type 2 diabetes would be eligible for sotagliflozin in a hypothetical 1-million-member all-payer plan (pmcid=11953859)?,"1,516 patients hospitalized for heart failure with comorbid type 2 diabetes would be eligible for sotagliflozin in a hypothetical 1-million-member all-payer plan.",89bbfd50fa2145987a221775219e191f
11953859,What were the annual per-user costs impacted by in the budget impact analysis from the US payer perspective (pmcid=11953859)?,The annual per-user costs were impacted by higher pharmacy costs and lower medical costs in the budget impact analysis from the US payer perspective (pmcid=11953859).,89bbfd50fa2145987a221775219e191f
11953859,What is the total budget impact of sotagliflozin in year 1 and year 5 from the US payer perspective (pmcid=11953859)?,"The total budget impact of sotagliflozin in year 1 is $75,736 and in year 5 is $378,681 from the US payer perspective.",89bbfd50fa2145987a221775219e191f
11953859,"What were the PMPM costs for commercial payers and Medicare in year 1 and year 5, according to the budget impact analysis from the US payer perspective? (pmcid=11953859)","For commercial payers, the PMPM costs were $0.02 in year 1 and $0.11 in year 5. For Medicare, the PMPM costs were $0.23 in year 1 and increased to $1.13 in year 5, according to the budget impact analysis from the US payer perspective.",89bbfd50fa2145987a221775219e191f
11953859,What is the range of breakeven rebate rates mentioned in the study (pmcid=11953859)?,The range of breakeven rebate rates mentioned in the study (pmcid=11953859) is between 31.5% and 79.4%.,89bbfd50fa2145987a221775219e191f
11953859,What percentage of pharmacy costs were offset by reduced rehospitalization and ED visits for recently hospitalized HF patients with T2D (pmcid=11953859)?,Approximately 21%-68% of pharmacy costs were offset by reduced rehospitalization and ED visits for recently hospitalized HF patients with T2D in the study with pmcid=11953859.,89bbfd50fa2145987a221775219e191f
11922778,What is Cangrelor indicated for in patients undergoing percutaneous coronary intervention (PCI) who have not received an oral P2Y12 inhibitor prior to the procedure (pmcid=11922778)?,Cangrelor is indicated for the reduction of thrombotic cardiovascular events in patients undergoing percutaneous coronary intervention (PCI) who have not received an oral P2Y12 inhibitor prior to the procedure.,5dd65ad5607583b5a42282d9c854078b
