SLR_pmcid_tbl,single_studies,question,answer
6386015_Table 1,Erhardt et al. [63]: Sweden; Schadlich et al. [70]: Germany; Anderson et al. [53]: South Africa; Hart et al. [65]: Spain; Ademi et al. [51]: Australia; Ademi et al. [52]: Australia; Lee et al. [41]: UK and Spain; Thanh et al. [50]: Canada; CADTH [47]: Canada; SMC [35]: Scotland,What disease classification systems are used in these studies?,Erhardt et al. [63] Sweden: NYHA; Schadlich et al. [70] Germany: NYHA; Anderson et al. [53] South Africa: NYHA; Hart et al. [65] Spain: NYHA; Ademi et al. [51] Australia: NYHA; Ademi et al. [52] Australia: NYHA; Lee et al. [41] UK and Spain: NYHA; Thanh et al. [50] Canada: Unclear; CADTH [47] Canada: NYHA; SMC [35] Scotland: Unclear
6386015_Table 1,Erhardt et al. [63]: Sweden; Schadlich et al. [70]: Germany; Anderson et al. [53]: South Africa; Hart et al. [65]: Spain; Ademi et al. [51]: Australia; Ademi et al. [52]: Australia; Lee et al. [41]: UK and Spain; Thanh et al. [50]: Canada; CADTH [47]: Canada; SMC [35]: Scotland,What types of heart failure are examined in these studies?,Erhardt et al. [63]: Unclear; Schadlich et al. [70]: Unclear; Anderson et al. [53]: Unclear; Hart et al. [65]: Unclear; Ademi et al. [51]: Chronic; Ademi et al. [52]: Chronic; Lee et al. [41]: Chronic; Thanh et al. [50]: Unclear; CADTH [47]: Chronic; SMC [35]: Unclear
6386015_Table 1,Erhardt et al. [63]: Sweden; Schadlich et al. [70]: Germany; Anderson et al. [53]: South Africa; Hart et al. [65]: Spain; Ademi et al. [51]: Australia; Ademi et al. [52]: Australia; Lee et al. [41]: UK and Spain; Thanh et al. [50]: Canada; CADTH [47]: Canada; SMC [35]: Scotland,What model specifications are detailed in these studies?,"Erhardt et al. [63] Sweden: Core model/adaptation: Adaptation, Study type: Cost effectiveness, Model type: ‘Real-world’ partition survival analysis, Perspective: Third-party payer, Time horizon: 3.8 years, Discount rate: 5% for both costs and health outcomes; Schadlich et al. [70] Germany: Core model/adaptation: Core model, Study type: Cost effectiveness, Model type: Partition survival model, Perspective: Payer, Time horizon: 3.8 years, Discount rate: 5% for costs; Anderson et al. [53] South Africa: Core model/adaptation: Adaptation, Study type: Cost utility, Model type: Partition survival model, Perspective: Third-party payer, Time horizon: 3.8 years, Discount rate: 0%, 5% and 10% for costs. 5% for health outcomes; Hart et al. [65] Spain: Core model/adaptation: Adaptation, Study type: Cost effectiveness, Model type: Area under the survival curve analysis of survival and rehospitalization probability, Perspective: Payer, Time horizon: 3.8 years, Discount rate: 6% for both costs and health outcomes; Ademi et al. [51] Australia: Core model/adaptation: Core model, Study type: Cost utility, Model type: Markov model with four transition states with 1-year cycle lengths, Perspective: Payer, Time horizon: 10 years, Discount rate: 5% for both costs and health outcomes; Ademi et al. [52] Australia: Core model/adaptation: Core model, Study type: Cost utility, Model type: Five-health-state Markov model with 1-year cycle lengths, Perspective: Payer, Time horizon: 10 years, Discount rate: 5% for both costs and health outcomes; Lee et al. [41] UK and Spain: Core model/adaptation: Core model, Study type: Cost utility, Model type: Discrete-event simulation model determining risk of hospitalization for HF, new-onset of AF, AEs, treatment discontinuation, and mortality, Perspective: Payers, Time horizon: Lifetime, Discount rate: 3.5% for health outcomes for the UK model and 3% for the Spanish model; Thanh et al. [50] Canada: Core model/adaptation: Adaptation, Study type: Cost utility, Model type: Discrete-event simulation model of hospitalizations, AEs, AF, device implantation, discontinuation, and death, Perspective: Healthcare, Time horizon: Lifetime, Discount rate: 3% for both costs and health outcomes; CADTH [47] Canada: Core model/adaptation: Core model, Study type: Cost utility, Model type: Discrete-event simulation model of hospitalization, AEs, discontinuation, and AF, resulting in either mortality or device implantation, Perspective: Ministry of Health (governmental), Time horizon: Lifetime, Discount rate: 5% for both costs and health outcomes"
6386015_Table 1,Erhardt et al. [63]: Sweden; Schadlich et al. [70]: Germany; Anderson et al. [53]: South Africa; Hart et al. [65]: Spain; Ademi et al. [51]: Australia; Ademi et al. [52]: Australia; Lee et al. [41]: UK and Spain; Thanh et al. [50]: Canada; CADTH [47]: Canada; SMC [35]: Scotland,What modelling outcomes are assessed in these studies?,"Erhardt et al. [63]: LYG, costs, ICERs, WTP; Schadlich et al. [70]: LYG, costs, ICERs; Anderson et al. [53]: LYG, costs, ICERs; Hart et al. [65]: LYG, costs, ICERs; Ademi et al. [51]: QALYs, LYG, costs, ICERs, WTP; Ademi et al. [52]: QALYs, LYG, costs, ICERs, WTP; Lee et al. [41]: QALYs, LYG, costs, ICERs, WTP; Thanh et al. [50]: QALYs, LYG, costs, ICERs, WTP; CADTH [47]: QALYs, LYG, costs, ICERs"
6386015_Table 1,Erhardt et al. [63]: Sweden; Schadlich et al. [70]: Germany; Anderson et al. [53]: South Africa; Hart et al. [65]: Spain; Ademi et al. [51]: Australia; Ademi et al. [52]: Australia; Lee et al. [41]: UK and Spain; Thanh et al. [50]: Canada; CADTH [47]: Canada; SMC [35]: Scotland,What types of scenario or sensitivity analyses are performed in these studies?,Erhardt et al.: OWSA; the key model drivers were varied to establish their effect on the outcome; Schadlich et al.: DSA; Anderson et al.: Analysis established best- and worst-case scenarios; Hart et al.: Establishes the effect of additional costs and non-hospital costs on the ICER for the intervention; Ademi et al. [51]: Univariate analysis; Ademi et al. [52]: Scenario analysis; Lee et al.: DSA and PSA; Thanh et al.: Scenario analysis and OWSA; CADTH: DSA and PSA
6386015_Table 1,Erhardt et al. [63]: Sweden; Schadlich et al. [70]: Germany; Anderson et al. [53]: South Africa; Hart et al. [65]: Spain; Ademi et al. [51]: Australia; Ademi et al. [52]: Australia; Lee et al. [41]: UK and Spain; Thanh et al. [50]: Canada; CADTH [47]: Canada; SMC [35]: Scotland,What are the key model drivers identified in these studies?,"Erhardt et al.: Hospital costs, Number of rehospitalizations for HF; Schadlich et al.: Treatment duration, Number of rehospitalizations per patient, Inpatient treatment for decompensated HF; Anderson et al.: Treatment duration; Hart et al.: Treatment duration, Length of hospital stay; Ademi et al. [51]: Efficacy measures (predominantly those regarding CV mortality), Drug cost; Ademi et al. [52]: Number of hospitalizations; Lee et al.: Drug cost, Cost of disease management and monitoring, Number of hospitalizations; Thanh et al.: Drug cost, Scale parameters of Weibull distributions estimating time to event of device implantation, CV hospitalization for patients receiving intervention; CADTH: Not reported"
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What are the names or identifiers of these studies?,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38]
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What evidence sources are utilized in these studies?,Van Loon (2010) [37]: Prospective study; Rabalais (2012) [32]: Literature search; Auguste & Meads (2014) [34]: SLR; Greuter (2017) [35]: Prospective study; Smith & Mehanna (2017) [39]: RCT; Fu (2021) [36]: RCT; Greuter (2022) [33]: Population-based registry; Rosen (2022) [38]: Literature search
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What levels of evidence are reported in these studies?,Van Loon (2010) [37]: IPD; Rabalais (2012) [32]: Aggregated data; Auguste & Meads (2014) [34]: Aggregated data; Greuter (2017) [35]: IPD; Smith & Mehanna (2017) [39]: IPD; Fu (2021) [36]: IPD; Greuter (2022) [33]: IPD; Rosen (2022) [38]: Aggregated data
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What modelling techniques and levels are applied in these studies?,Van Loon (2010) [37]: STM (cohort); Rabalais (2012) [32]: DT; Auguste & Meads (2014) [34]: STM (cohort); Greuter (2017) [35]: DT; Smith & Mehanna (2017) [39]: STM (cohort); Fu (2021) [36]: STM (cohort); Greuter (2022) [33]: PSM; Rosen (2022) [38]: DT
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What cycle lengths are used in these studies?,Van Loon (2010) [37]: 6 months; Rabalais (2012) [32]: N/A; Auguste & Meads (2014) [34]: 3 months; Greuter (2017) [35]: N/A; Smith & Mehanna (2017) [39]: 1 month; Fu (2021) [36]: 3 months; Greuter (2022) [33]: 3 weeks; Rosen (2022) [38]: N/A
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What types of analysis regarding health outcomes are conducted in these studies?,Van Loon (2010): CUA (QALY); Rabalais (2012): CEA (therapy efficacy); Auguste & Meads (2014): CUA (QALY); Greuter (2017): CEA (TP); Smith & Mehanna (2017): CUA (QALY); Fu (2021): CUA (QALY); Greuter (2022): CUA (QALY); Rosen (2022): CEA (TP)
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],Which quality of life questionnaires are employed in these studies?,Van Loon (2010) [37]: Not reported; Rabalais (2012) [32]: Not reported; Auguste & Meads (2014) [34]: EuroQol 5D; Greuter (2017) [35]: Not reported; Smith & Mehanna (2017) [39]: EuroQol 5D; Fu (2021) [36]: Not reported; Greuter (2022) [33]: EORTC QLQ-C30; Rosen (2022) [38]: Not reported
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What discount rates are applied in these studies?,"Van Loon (2010): [1] Health 1.5%, [2] costs 4%; Rabalais (2012): Not reported; Auguste & Meads (2014): [1] Health 3.5%, [2] costs 3.5%; Greuter (2017): Not reported; Smith & Mehanna (2017): [1] Health 3.5%, [2] costs 3.5%; Fu (2021): [1] Health 1.5%, [2] costs 1.5%; Greuter (2022): [1] Health 1.5%, [2] costs 4%; Rosen (2022): Not reported"
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What willingness-to-pay thresholds are considered in these studies?,"Van Loon (2010): €80,000/QALY; Rabalais (2012): Not reported; Auguste & Meads (2014): £20,000–£30,000/QALY; Greuter (2017): Not reported; Smith & Mehanna (2017): £20,000/QALY; Fu (2021): CAD $50,000/QALY; Greuter (2022): €50,000/QALY; Rosen (2022): Not reported"
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What are the ICER values of the most cost-effective strategies in these studies?,"Van Loon (2010): €69,086 per QALY compared to conventional imaging; Rabalais (2012): $14,492 to achieve optimal therapy efficacy; Auguste & Meads (2014): over £1 million per QALY compared to conventional imaging; Greuter (2017): €927 per TP compared to using no imaging; Smith & Mehanna (2017): an average per-person lifetime cost saving of £1485 and an additional 0.13 QALYs; Fu (2021): CAD $8193 per QALY compared to conventional imaging; Greuter (2022): Therapy dropout is not cost effective for positive interim PET/CT (iNMB = −€5281) but is cost effective for negative interim PET/CT (iNMB = €5449); Rosen (2022): €4397 per TP compared to conventional imaging"
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],Do these studies include a probabilistic analysis?,Van Loon (2010): Yes; Rabalais (2012): No; Auguste & Meads (2014): Yes; Greuter (2017): No; Smith & Mehanna (2017): Yes; Fu (2021): Yes; Greuter (2022): Yes; Rosen (2022): Yes
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What outcomes and visualizations are presented in these studies?,"Van Loon (2010) [37]: [1] CEAC, [2] EVPI; Rabalais (2012) [32]: N/A; Auguste & Meads (2014) [34]: [1] CE plane, [2] CEAC, [3] EVPI; Greuter (2017) [35]: N/A; Smith & Mehanna (2017) [39]: [1] CE plane, [2] CEAC; Fu (2021) [36]: [1] CE plane, [2] CEAC; Greuter (2022) [33]: [1] CE plane, [2] CEAC; Rosen (2022) [38]: [1] CE plane"
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],Is PET/CT considered cost-effective in these studies?,Van Loon (2010): Yes; Rabalais (2012): Yes; Auguste & Meads (2014): No; Greuter (2017): Yes; Smith & Mehanna (2017): Yes; Fu (2021): Yes; Greuter (2022): Depending on subgroup; Rosen (2022): Yes
11782410_Table_3,Van Loon: Van Loon (2010) [37]; Rabalais: Rabalais (2012) [32]; Auguste & Meads: Auguste & Meads (2014) [34]; Greuter (2017): Greuter (2017) [35]; Smith & Mehanna: Smith & Mehanna (2017) [39]; Fu: Fu (2021) [36]; Greuter (2022): Greuter (2022) [33]; Rosen: Rosen (2022) [38],What software is used in these studies?,Van Loon (2010) [37]: Not reported; Rabalais (2012) [32]: Not reported; Auguste & Meads (2014) [34]: TreeAge Pro 2011; Greuter (2017) [35]: Not reported; Smith & Mehanna (2017) [39]: SAS 9.3; Fu (2021) [36]: TreeAge Pro 2018; Greuter (2022) [33]: Not reported; Rosen (2022) [38]: R (version not reported)
9333258_Table_1,Franco et al: 2006; Gaziano et al: 2006; Lim et al: 2007; Newman et al: 2008; Rubinstein et al: 2009; Rubinstein et al: 2010; van Gils et al: 2011; Khonputsa et al: 2012; Ito et al: 2012; Bautista et al: 2013; Zomer et al: 2013; Ong et al: 2013; Megiddo et al: 2014,Who are the first authors and what are the publication years of these studies?,Franco et al: 2006; Gaziano et al: 2006; Lim et al: 2007; Newman et al: 2008; Rubinstein et al: 2009; Rubinstein et al: 2010; van Gils et al: 2011; Khonputsa et al: 2012; Ito et al: 2012; Bautista et al: 2013; Zomer et al: 2013; Ong et al: 2013; Megiddo et al: 2014
9333258_Table_1,Franco et al: 2006; Gaziano et al: 2006; Lim et al: 2007; Newman et al: 2008; Rubinstein et al: 2009; Rubinstein et al: 2010; van Gils et al: 2011; Khonputsa et al: 2012; Ito et al: 2012; Bautista et al: 2013; Zomer et al: 2013; Ong et al: 2013; Megiddo et al: 2015,Which countries are covered in these studies?,Franco et al (2006) [40]: Netherlands; Gaziano et al (2006) [6]: Low and middle income countries; Lim et al (2007) [38]: low and middle income (23 countries); Newman et al (2008) [41]: USA; Rubinstein et al (2009) [25]: Argentina; Rubinstein et al (2010) [39]: Argentina; van Gils et al (2011) [42]: Netherlands; Khonputsa et al (2012) [43]: Thailand; Ito et al (2012) [44]: USA; Bautista et al (2013) [30]: Latin America; Zomer et al (2013) [45]: Australia; Ong et al (2013) [46]: Australia; Megiddo et al (2014) [47]: India
9333258_Table_1,Franco et al: 2006; Gaziano et al: 2006; Lim et al: 2007; Newman et al: 2008; Rubinstein et al: 2009; Rubinstein et al: 2010; van Gils et al: 2011; Khonputsa et al: 2012; Ito et al: 2012; Bautista et al: 2013; Zomer et al: 2013; Ong et al: 2013; Megiddo et al: 2016,What study designs are employed in these studies?,Franco et al (2006): CEA; Gaziano et al (2006): CEA; Lim et al (2007): Non; Newman et al (2008): CEA; Rubinstein et al (2009): CEA; Rubinstein et al (2010): CEA; van Gils et al (2011): CEA; Khonputsa et al (2012): CEA; Ito et al (2012): CEA; Bautista et al (2013): CEA; Zomer et al (2013): CEA; Ong et al (2013): CEA; Megiddo et al (2014): CEA
9333258_Table_1,Franco et al: 2006; Gaziano et al: 2006; Lim et al: 2007; Newman et al: 2008; Rubinstein et al: 2009; Rubinstein et al: 2010; van Gils et al: 2011; Khonputsa et al: 2012; Ito et al: 2012; Bautista et al: 2013; Zomer et al: 2013; Ong et al: 2013; Megiddo et al: 2017,What types of prevention are analyzed in these studies?,Franco et al (2006) [40]: primary; Gaziano et al (2006) [6]: Primary & Secondary; Lim et al (2007) [38]: Primary & Secondary; Newman et al (2008) [41]: primary; Rubinstein et al (2009) [25]: primary; Rubinstein et al (2010) [39]: primary; van Gils et al (2011) [42]: primary; Khonputsa et al (2012) [43]: primary; Ito et al (2012) [44]: Secondary; Bautista et al (2013) [30]: Primary; Zomer et al (2013) [45]: Primary; Ong et al (2013) [46]: primary; Megiddo et al (2014) [47]: Secondary
